,2021-08-01,2021-05-02,2021-01-31,2020-11-01
Investments,67000000.0,67000000.0,67000000.0,67000000.0
Change To Liabilities,156000000.0,-58000000.0,44000000.0,-230000000.0
Total Cashflows From Investing Activities,-47000000.0,-126000000.0,-122000000.0,-100000000.0
Total Cash From Financing Activities,-1907000000.0,-3477000000.0,-1057000000.0,-4487000000.0
Change To Operating Activities,-50000000.0,247000000.0,-26000000.0,34000000.0
Issuance Of Stock,7000000.0,71000000.0,35000000.0,102000000.0
Net Income,1876000000.0,1493000000.0,1378000000.0,1324000000.0
Change In Cash,1587000000.0,-34000000.0,1934000000.0,-1239000000.0
Repurchase Of Stock,-347000000.0,-461000000.0,-225000000.0,-185000000.0
Total Cash From Operating Activities,3541000000.0,3569000000.0,3113000000.0,3348000000.0
Depreciation,1503000000.0,1504000000.0,1533000000.0,1728000000.0
Dividends Paid,-1556000000.0,-1552000000.0,-1543000000.0,-1395000000.0
Change To Inventory,-156000000.0,-52000000.0,51000000.0,67000000.0
Change To Account Receivables,191000000.0,106000000.0,-247000000.0,391000000.0
Other Cashflows From Financing Activities,-11000000.0,-2000000.0,-28000000.0,-9000000.0
Change To Netincome,21000000.0,329000000.0,380000000.0,34000000.0
Capital Expenditures,-115000000.0,-126000000.0,-114000000.0,-102000000.0
Net Borrowings,,-1533000000.0,704000000.0,-3000000000.0
Other Cashflows From Investing Activities,,-3000000.0,-3000000.0,-3000000.0
