,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-5000000.0,-5000000.0,-6000000.0,-17000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-195000000.0,58000000.0,100000000.0,-267000000.0
Net Borrowings,1773000000.0,-61000000.0,-103000000.0,280000000.0
Total Cash From Financing Activities,1231000000.0,-1315000000.0,-748000000.0,-402000000.0
Change To Operating Activities,41000000.0,-96000000.0,54000000.0,-51000000.0
Net Income,-732000000.0,920000000.0,1087000000.0,564000000.0
Change In Cash,726000000.0,-6000000.0,647000000.0,565000000.0
Repurchase Of Stock,-147000000.0,-482000000.0,-482000000.0,-482000000.0
Effect Of Exchange Rate,-3000000.0,1000000.0,-5000000.0,4000000.0
Total Cash From Operating Activities,-307000000.0,1250000000.0,1300000000.0,1230000000.0
Depreciation,665000000.0,662000000.0,684000000.0,708000000.0
Dividends Paid,-320000000.0,-623000000.0,-629000000.0,-628000000.0
Other Cashflows From Financing Activities,-75000000.0,-149000000.0,-16000000.0,-54000000.0
Change To Netincome,-289000000.0,-242000000.0,-532000000.0,2000000.0
Other Cashflows From Investing Activities,,31000000.0,31000000.0,14000000.0
