,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-3741000000.0,-4420000000.0,-4493000000.0,-3021000000.0
Net Borrowings,644000000.0,4442000000.0,-356000000.0,1719000000.0
Total Cash From Financing Activities,806000000.0,3743000000.0,2260000000.0,1191000000.0
Change To Operating Activities,-194000000.0,-268000000.0,-369000000.0,103000000.0
Issuance Of Stock,1000000.0,4000000.0,4000000.0,4000000.0
Net Income,256000000.0,1666000000.0,-5000000.0,1229000000.0
Change In Cash,-732000000.0,619000000.0,-891000000.0,1001000000.0
Total Cash From Operating Activities,2203000000.0,1292000000.0,1352000000.0,2839000000.0
Depreciation,1041000000.0,823000000.0,1023000000.0,1338000000.0
Other Cashflows From Investing Activities,-1000000.0,155000000.0,-29000000.0,-14000000.0
Dividends Paid,-756000000.0,-755000000.0,-686000000.0,-686000000.0
Other Cashflows From Financing Activities,917000000.0,52000000.0,3302000000.0,158000000.0
Change To Netincome,1100000000.0,-929000000.0,703000000.0,169000000.0
Capital Expenditures,-3739000000.0,-4576000000.0,-5298000000.0,-3034000000.0
Effect Of Exchange Rate,,4000000.0,-10000000.0,-8000000.0
