,2021-05-08,2021-02-13,2020-11-21,2020-08-29
Investments,3616000.0,6966000.0,5225000.0,-76067000.0
Change To Liabilities,418518000.0,160267000.0,56273000.0,510224000.0
Total Cashflows From Investing Activities,-130259000.0,-118225000.0,-110179000.0,-249952000.0
Net Borrowings,-265768000.0,-15290000.0,-13786000.0,91618000.0
Total Cash From Financing Activities,-1110353000.0,-877445000.0,-663444000.0,68516000.0
Change To Operating Activities,-14282000.0,-74481000.0,98978000.0,23889000.0
Issuance Of Stock,55414000.0,37844000.0,28666000.0,12086000.0
Net Income,596164000.0,345946000.0,442433000.0,740457000.0
Change In Cash,-50518000.0,-637841000.0,-86810000.0,1241697000.0
Repurchase Of Stock,-899999000.0,-899999000.0,-678324000.0,-678324000.0
Effect Of Exchange Rate,-406000.0,1473000.0,3322000.0,6133000.0
Total Cash From Operating Activities,1190500000.0,356356000.0,683491000.0,1417000000.0
Depreciation,94017000.0,94476000.0,89551000.0,125351000.0
Change To Inventory,67271000.0,-104796000.0,-124746000.0,-8890000.0
Change To Account Receivables,-7656000.0,-1500000.0,17491000.0,-95407000.0
Change To Netincome,21702000.0,1603000.0,20803000.0,39380000.0
Capital Expenditures,-135058000.0,-125191000.0,-115404000.0,-183848000.0
Other Cashflows From Financing Activities,,,,-35188000.0
