,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-615000000.0,383000000.0,-231000000.0,-604000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-213000000.0,306000000.0,-306000000.0,-783000000.0
Net Borrowings,-33000000.0,86000000.0,-303000000.0,359000000.0
Total Cash From Financing Activities,-279000000.0,-258000000.0,-565000000.0,145000000.0
Change To Operating Activities,790000000.0,449000000.0,111000000.0,456000000.0
Net Income,754000000.0,261000000.0,397000000.0,139000000.0
Change In Cash,-82000000.0,182000000.0,-408000000.0,218000000.0
Repurchase Of Stock,-204000000.0,-280000000.0,-245000000.0,-187000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,9000000.0,5000000.0
Total Cash From Operating Activities,409000000.0,134000000.0,454000000.0,851000000.0
Depreciation,16000000.0,16000000.0,689000000.0,45000000.0
Other Cashflows From Investing Activities,29000000.0,10000000.0,91000000.0,-71000000.0
Dividends Paid,-16000000.0,-17000000.0,-17000000.0,-17000000.0
Change To Account Receivables,-351000000.0,-736000000.0,-152000000.0,301000000.0
Other Cashflows From Financing Activities,-26000000.0,-47000000.0,-47000000.0,-10000000.0
Change To Netincome,-421000000.0,273000000.0,-501000000.0,51000000.0
Capital Expenditures,-96000000.0,-87000000.0,-126000000.0,-144000000.0
