,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,1377000000.0,1377000000.0,1377000000.0,596000000.0
Change To Liabilities,283000000.0,-314000000.0,112000000.0,192000000.0
Total Cashflows From Investing Activities,1106000000.0,-259000000.0,415000000.0,271000000.0
Net Borrowings,9850000000.0,-6000000.0,120000000.0,-12000000.0
Total Cash From Financing Activities,-681000000.0,-1982000000.0,-2627000000.0,-2193000000.0
Change To Operating Activities,3000000.0,62000000.0,-7000000.0,-21000000.0
Net Income,1982000000.0,2116000000.0,2734000000.0,1227000000.0
Change In Cash,2158000000.0,-182000000.0,-201000000.0,234000000.0
Effect Of Exchange Rate,45000000.0,1000000.0,-39000000.0,64000000.0
Total Cash From Operating Activities,1692000000.0,2063000000.0,2055000000.0,2098000000.0
Depreciation,336000000.0,335000000.0,357000000.0,372000000.0
Other Cashflows From Investing Activities,41000000.0,-22000000.0,-44000000.0,125000000.0
Dividends Paid,-138000000.0,-138000000.0,-138000000.0,-138000000.0
Change To Inventory,-240000000.0,-2000000.0,-151000000.0,-102000000.0
Change To Account Receivables,40000000.0,-106000000.0,-278000000.0,159000000.0
Other Cashflows From Financing Activities,-10393000000.0,-1976000000.0,-2747000000.0,-2181000000.0
Change To Netincome,-712000000.0,-28000000.0,-712000000.0,271000000.0
Capital Expenditures,-312000000.0,-243000000.0,-263000000.0,-326000000.0
