,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,3550000000.0,3594000000.0,4470000000.0,4634000000.0
Capital Surplus,4301000000.0,4314000000.0,4340000000.0,4356000000.0
Total Liab,7821000000.0,8714000000.0,11892000000.0,13555000000.0
Total Stockholder Equity,3016000000.0,2977000000.0,2051000000.0,2032000000.0
Minority Interest,194000000.0,193000000.0,192000000.0,188000000.0
Other Current Liab,263000000.0,273000000.0,758000000.0,462000000.0
Total Assets,11031000000.0,11884000000.0,14135000000.0,15775000000.0
Common Stock,32000000.0,32000000.0,32000000.0,32000000.0
Retained Earnings,-567000000.0,-643000000.0,-1216000000.0,-1251000000.0
Other Liab,1064000000.0,1080000000.0,1606000000.0,1589000000.0
Good Will,5657000000.0,5654000000.0,6040000000.0,6010000000.0
Treasury Stock,-750000000.0,-726000000.0,-1105000000.0,-1105000000.0
Other Assets,222000000.0,213000000.0,576000000.0,594000000.0
Cash,410000000.0,1197000000.0,610000000.0,2250000000.0
Total Current Liabilities,737000000.0,1577000000.0,1914000000.0,3421000000.0
Deferred Long Term Asset Charges,50000000.0,48000000.0,281000000.0,288000000.0
Short Long Term Debt,3000000.0,829000000.0,236000000.0,1834000000.0
Other Stockholder Equity,-750000000.0,-726000000.0,-1105000000.0,-1105000000.0
Property Plant Equipment,406000000.0,403000000.0,825000000.0,759000000.0
Total Current Assets,1196000000.0,2020000000.0,2224000000.0,3778000000.0
Net Tangible Assets,-6191000000.0,-6271000000.0,-8459000000.0,-8612000000.0
Net Receivables,567000000.0,564000000.0,1154000000.0,1094000000.0
Long Term Debt,5830000000.0,5873000000.0,7930000000.0,8109000000.0
Accounts Payable,379000000.0,379000000.0,232000000.0,964000000.0
