,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,68600000.0,205300000.0,72500000.0,-20800000.0
Change To Liabilities,85600000.0,-35400000.0,8800000.0,-5100000.0
Total Cashflows From Investing Activities,11800000.0,33900000.0,-12700000.0,-158100000.0
Net Borrowings,-170800000.0,62600000.0,-189000000.0,86500000.0
Total Cash From Financing Activities,-374800000.0,-375800000.0,-523100000.0,-152100000.0
Change To Operating Activities,28100000.0,-28600000.0,-30800000.0,-900000.0
Issuance Of Stock,11400000.0,11400000.0,900000.0,900000.0
Net Income,344900000.0,370000000.0,444200000.0,296500000.0
Change In Cash,199100000.0,114300000.0,-86900000.0,16200000.0
Repurchase Of Stock,-56700000.0,-287700000.0,-202600000.0,-139100000.0
Total Cash From Operating Activities,562100000.0,456200000.0,448900000.0,326400000.0
Depreciation,80000000.0,78300000.0,71900000.0,70100000.0
Dividends Paid,-158700000.0,-149200000.0,-130100000.0,-96900000.0
Change To Inventory,2900000.0,6300000.0,-7700000.0,-37500000.0
Change To Account Receivables,4500000.0,62400000.0,-54600000.0,-75800000.0
Change To Netincome,12700000.0,13300000.0,10100000.0,91700000.0
Capital Expenditures,-56800000.0,-64400000.0,-85200000.0,-94200000.0
Other Cashflows From Financing Activities,,-1500000.0,-2300000.0,-2600000.0
