,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,181700000.0,-108300000.0,-771600000.0,296700000.0
Change To Liabilities,0.0,0.0,111300000.0,323400000.0
Total Cashflows From Investing Activities,-36300000.0,-324500000.0,-875500000.0,39000000.0
Total Cash From Financing Activities,-1486300000.0,-832700000.0,-1239500000.0,461500000.0
Change To Operating Activities,91100000.0,109600000.0,111600000.0,220600000.0
Issuance Of Stock,3900000.0,83300000.0,74800000.0,201100000.0
Net Income,2372700000.0,2131300000.0,1837500000.0,1497800000.0
Change In Cash,398200000.0,363000000.0,-510500000.0,735300000.0
Repurchase Of Stock,-1201900000.0,-705800000.0,-1090400000.0,-458100000.0
Effect Of Exchange Rate,1900000.0,-2500000.0,-15400000.0,5300000.0
Total Cash From Operating Activities,1918900000.0,1522700000.0,1619900000.0,229500000.0
Depreciation,189600000.0,190800000.0,159500000.0,143600000.0
Other Cashflows From Investing Activities,50500000.0,6800000.0,88400000.0,-7400000.0
Dividends Paid,-845800000.0,-733900000.0,-694300000.0,-563100000.0
Other Cashflows From Financing Activities,557500000.0,523700000.0,470400000.0,1281600000.0
Change To Netincome,64300000.0,21900000.0,-51700000.0,-139600000.0
Capital Expenditures,-214600000.0,-204600000.0,-168500000.0,-186100000.0
Change To Account Receivables,,,12700000.0,-101600000.0
