,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,627647000.0,594309000.0,649168000.0,560739000.0
Capital Surplus,1035166000.0,1023556000.0,1012483000.0,1064719000.0
Total Liab,23709963000.0,23360990000.0,22281116000.0,22172698000.0
Total Stockholder Equity,6578276000.0,6414600000.0,6310802000.0,5995112000.0
Minority Interest,9678000.0,15684000.0,14995000.0,44560000.0
Other Current Liab,4544714000.0,4365137000.0,4124521000.0,4073725000.0
Total Assets,30297917000.0,29791274000.0,28606913000.0,28212370000.0
Common Stock,70535000.0,70535000.0,70535000.0,70535000.0
Other Current Assets,2803790000.0,2673494000.0,2544966000.0,2452203000.0
Retained Earnings,8682088000.0,8556621000.0,8348381000.0,8057556000.0
Other Liab,1044232000.0,945854000.0,1017064000.0,948149000.0
Good Will,169652000.0,169652000.0,169652000.0,169652000.0
Treasury Stock,-3209513000.0,-3236112000.0,-3120597000.0,-3197698000.0
Other Assets,2454554000.0,2596327000.0,2517621000.0,2717132000.0
Cash,1790199000.0,2014911000.0,2372366000.0,2571447000.0
Total Current Liabilities,19586907000.0,18949728000.0,18385552000.0,17952090000.0
Short Long Term Debt,3000000.0,5000000.0,3000000.0,
Other Stockholder Equity,-122444000.0,-148252000.0,-62172000.0,-170886000.0
Property Plant Equipment,577178000.0,561223000.0,570406000.0,582701000.0
Total Current Assets,8802932000.0,8489019000.0,8605600000.0,8690090000.0
Long Term Investments,17665954000.0,17380744000.0,16094466000.0,15492056000.0
Net Tangible Assets,6408624000.0,6244948000.0,6048150000.0,5825460000.0
Net Receivables,2893894000.0,2517782000.0,2698419000.0,2444484000.0
Long Term Debt,2916046000.0,3305414000.0,2722334000.0,3072813000.0
Accounts Payable,15016233000.0,14543995000.0,14210554000.0,13866203000.0
Deferred Long Term Asset Charges,,,29055000.0,
