,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-13000000.0,-139000000.0,-628000000.0,-289000000.0
Change To Liabilities,0.0,-288000000.0,146000000.0,129000000.0
Total Cashflows From Investing Activities,-4070000000.0,-5732000000.0,-3347000000.0,-2562000000.0
Net Borrowings,2020000000.0,1904000000.0,1315000000.0,1135000000.0
Total Cash From Financing Activities,796000000.0,3100000000.0,654000000.0,421000000.0
Change To Operating Activities,251000000.0,-34000000.0,266000000.0,-134000000.0
Issuance Of Stock,2000000.0,2288000000.0,2288000000.0,2288000000.0
Net Income,1368000000.0,1169000000.0,1120000000.0,1134000000.0
Change In Cash,423000000.0,17000000.0,-13000000.0,-24000000.0
Total Cash From Operating Activities,3697000000.0,2649000000.0,2680000000.0,2117000000.0
Depreciation,1106000000.0,973000000.0,849000000.0,817000000.0
Other Cashflows From Investing Activities,-87000000.0,-126000000.0,-6000000.0,-23000000.0
Dividends Paid,-760000000.0,-692000000.0,-620000000.0,-592000000.0
Change To Inventory,45000000.0,59000000.0,-32000000.0,-4000000.0
Change To Account Receivables,111000000.0,49000000.0,-44000000.0,-252000000.0
Other Cashflows From Financing Activities,-466000000.0,-400000000.0,-41000000.0,-71000000.0
Change To Netincome,442000000.0,371000000.0,55000000.0,161000000.0
Capital Expenditures,-3857000000.0,-2997000000.0,-2713000000.0,-2250000000.0
Repurchase Of Stock,,,,-51000000.0
