,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-1935200000.0,300000.0,-1053800000.0,-1514700000.0
Change To Liabilities,780800000.0,1988500000.0,-752600000.0,1465400000.0
Total Cashflows From Investing Activities,-2243400000.0,224900000.0,-1466200000.0,-1380400000.0
Net Borrowings,-20000000.0,-20000000.0,-20000000.0,-20000000.0
Total Cash From Financing Activities,-89100000.0,-2792700000.0,-95700000.0,-117300000.0
Change To Operating Activities,1564700000.0,382700000.0,755100000.0,567000000.0
Net Income,790100000.0,1480000000.0,1684300000.0,1530800000.0
Change In Cash,-8600000.0,46700000.0,-14600000.0,-18000000.0
Repurchase Of Stock,-10600000.0,-84800000.0,-37100000.0,-45400000.0
Total Cash From Operating Activities,2323900000.0,2614500000.0,1547300000.0,1479700000.0
Depreciation,80800000.0,77100000.0,87800000.0,85100000.0
Other Cashflows From Investing Activities,49000000.0,267600000.0,-373700000.0,191300000.0
Dividends Paid,-58500000.0,-2707900000.0,-58600000.0,-71900000.0
Change To Account Receivables,-124800000.0,-1058700000.0,414200000.0,-1016900000.0
Change To Netincome,-402900000.0,-538900000.0,-696500000.0,-483000000.0
Capital Expenditures,-48000000.0,-50500000.0,-47100000.0,-65700000.0
