,2021-01-30,2020-02-01,2019-02-02,2018-02-03
Change To Liabilities,330000000.0,342000000.0,213000000.0,158000000.0
Total Cashflows From Investing Activities,-2814000000.0,-2611000000.0,-1186000000.0,-2707000000.0
Net Borrowings,-848000000.0,-1141000000.0,-457000000.0,1431000000.0
Total Cash From Financing Activities,-2713000000.0,-2083000000.0,-2896000000.0,-681000000.0
Change To Operating Activities,1270000000.0,-125000000.0,361000000.0,-1241000000.0
Issuance Of Stock,127000000.0,55000000.0,65000000.0,51000000.0
Net Income,2585000000.0,1659000000.0,3110000000.0,1907000000.0
Change In Cash,1288000000.0,-30000000.0,82000000.0,25000000.0
Repurchase Of Stock,-1324000000.0,-465000000.0,-2010000000.0,-1633000000.0
Total Cash From Operating Activities,6815000000.0,4664000000.0,4164000000.0,3413000000.0
Depreciation,3440000000.0,3374000000.0,2545000000.0,2495000000.0
Other Cashflows From Investing Activities,-114000000.0,-83000000.0,-75000000.0,-20000000.0
Dividends Paid,-534000000.0,-486000000.0,-437000000.0,-443000000.0
Change To Inventory,7000000.0,-351000000.0,-354000000.0,-23000000.0
Change To Account Receivables,-90000000.0,-36000000.0,-208000000.0,61000000.0
Other Cashflows From Financing Activities,-134000000.0,-46000000.0,-57000000.0,-87000000.0
Change To Netincome,-751000000.0,-57000000.0,-1792000000.0,152000000.0
Capital Expenditures,-2865000000.0,-3128000000.0,-2967000000.0,-2809000000.0
Investments,,,-157000000.0,-157000000.0
