,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,491000.0,-2784000.0,-8325000.0,-12473000.0
Change To Liabilities,7359000.0,9908000.0,-11857000.0,53017000.0
Total Cashflows From Investing Activities,-1925518000.0,-1683660000.0,-1463566000.0,-1056306000.0
Net Borrowings,534535000.0,359356000.0,128035000.0,252845000.0
Total Cash From Financing Activities,883777000.0,725670000.0,326266000.0,168091000.0
Change To Operating Activities,-166390000.0,-140912000.0,157005000.0,-32462000.0
Issuance Of Stock,643850000.0,713426000.0,414655000.0,125278000.0
Net Income,601443000.0,511406000.0,603064000.0,396421000.0
Change In Cash,-3742000.0,10779000.0,-12638000.0,-21125000.0
Total Cash From Operating Activities,1037999000.0,968769000.0,1124662000.0,867090000.0
Depreciation,429828000.0,391456000.0,361083000.0,319448000.0
Other Cashflows From Investing Activities,9667000.0,12601000.0,12350000.0,179384000.0
Dividends Paid,-282444000.0,-245717000.0,-214906000.0,-191931000.0
Change To Inventory,18188000.0,35594000.0,18921000.0,-35126000.0
Change To Account Receivables,7167000.0,18724000.0,-29208000.0,-58696000.0
Other Cashflows From Financing Activities,-12164000.0,-101395000.0,-1518000.0,-18101000.0
Change To Netincome,128861000.0,133129000.0,17789000.0,218019000.0
Capital Expenditures,-1935676000.0,-1693477000.0,-1467591000.0,-1137089000.0
