,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,95900000.0,447000000.0,-799999.0,274800000.0
Total Cashflows From Investing Activities,-2000000.0,-9700000.0,-23900000.0,-13600000.0
Net Borrowings,369800000.0,-43200000.0,86100000.0,497600000.0
Total Cash From Financing Activities,220900000.0,-151200000.0,118200000.0,412100000.0
Change To Operating Activities,587500000.0,-456500000.0,504000000.0,238900000.0
Net Income,925000000.0,869300000.0,518800000.0,295500000.0
Change In Cash,730200000.0,-102600000.0,50800000.0,379800000.0
Repurchase Of Stock,-15000000.0,-10000000.0,-10000000.0,-10000000.0
Effect Of Exchange Rate,-14500000.0,-11200000.0,15100000.0,15000000.0
Total Cash From Operating Activities,525800000.0,69500000.0,-58600000.0,-33700000.0
Depreciation,13400000.0,13400000.0,13200000.0,12900000.0
Dividends Paid,-88700000.0,-88700000.0,-88400000.0,-88300000.0
Other Cashflows From Financing Activities,-45200000.0,-9300000.0,120500000.0,2800000.0
Change To Netincome,-1096000000.0,-803700000.0,-1093800000.0,-855800000.0
Capital Expenditures,-7900000.0,-9700000.0,-23900000.0,-13600000.0
