,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,-6942000.0,0.0
Total Cashflows From Investing Activities,-87344000.0,85872000.0,-127767000.0,-34221000.0
Net Borrowings,-7000.0,-500006000.0,-7000.0,-6000.0
Total Cash From Financing Activities,-63800000.0,-562208000.0,-51383000.0,-50583000.0
Change To Operating Activities,-118015000.0,-16992000.0,20563000.0,24726000.0
Net Income,195344000.0,160614000.0,114518000.0,199788000.0
Change In Cash,77467000.0,-307074000.0,113283000.0,267531000.0
Repurchase Of Stock,-696000.0,-12086000.0,-5841000.0,-473000.0
Total Cash From Operating Activities,228611000.0,169262000.0,292433000.0,352335000.0
Depreciation,103107000.0,100368000.0,100894000.0,100961000.0
Other Cashflows From Investing Activities,-10000.0,25000.0,655000.0,5244000.0
Dividends Paid,-49088000.0,-49085000.0,-45055000.0,-45033000.0
Other Cashflows From Financing Activities,-14009000.0,-1031000.0,-480000.0,-5071000.0
Change To Netincome,48175000.0,-74728000.0,40186000.0,26860000.0
Capital Expenditures,-91584000.0,-100650000.0,-93205000.0,-45842000.0
Change To Inventory,,,9801000.0,9801000.0
Change To Account Receivables,,,13413000.0,13413000.0
