,2021-01-02,2019-12-28,2018-12-29,2017-12-30
Intangible Assets,361300000.0,279300000.0,279500000.0,293400000.0
Capital Surplus,862100000.0,874000000.0,872000000.0,862600000.0
Total Liab,4599000000.0,4284800000.0,4222400000.0,4090700000.0
Total Stockholder Equity,1484900000.0,1204000000.0,955100000.0,1046200000.0
Other Current Liab,377900000.0,343300000.0,416200000.0,78300000.0
Total Assets,6083900000.0,5488800000.0,5177500000.0,5136900000.0
Common Stock,124100000.0,124100000.0,124100000.0,124100000.0
Other Current Assets,178900000.0,181500000.0,198800000.0,172400000.0
Retained Earnings,3349300000.0,2979100000.0,2864900000.0,2596700000.0
Other Liab,468200000.0,432800000.0,456800000.0,802600000.0
Good Will,1136400000.0,930800000.0,941800000.0,985100000.0
Treasury Stock,-2850600000.0,-2773200000.0,-2905900000.0,-2537200000.0
Other Assets,659700000.0,580500000.0,514100000.0,513500000.0
Cash,252300000.0,253700000.0,232000000.0,224400000.0
Total Current Liabilities,1926000000.0,2253800000.0,1994000000.0,1971800000.0
Deferred Long Term Asset Charges,197700000.0,225400000.0,205300000.0,196300000.0
Other Stockholder Equity,-349600000.0,-348100000.0,-682000000.0,-680500000.0
Property Plant Equipment,1505000000.0,1348800000.0,1137400000.0,1097900000.0
Total Current Assets,2416200000.0,2340600000.0,2298000000.0,2237900000.0
Long Term Investments,5300000.0,8800000.0,6700000.0,9100000.0
Net Tangible Assets,-12800000.0,-6100000.0,-266200000.0,-232300000.0
Short Term Investments,32600000.0,30200000.0,,
Net Receivables,1235200000.0,1212200000.0,1189700000.0,1209200000.0
Long Term Debt,2065900000.0,1475300000.0,1771600000.0,1291300000.0
Inventory,717200000.0,663000000.0,651400000.0,609600000.0
Accounts Payable,1050900000.0,1066100000.0,1030500000.0,1007200000.0
Short Long Term Debt,,265000000.0,,
