,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-64694000000.0,-2043000000.0,1093000000.0,4094000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-65534000000.0,-2626000000.0,-4496000000.0,48000000.0
Net Borrowings,6224000000.0,-1140000000.0,-278000000.0,-1745000000.0
Total Cash From Financing Activities,62167000000.0,-2974000000.0,-4471000000.0,-6188000000.0
Change To Operating Activities,-875000000.0,1902000000.0,5862000000.0,3785000000.0
Net Income,2420000000.0,2242000000.0,2593000000.0,2156000000.0
Change In Cash,165000000.0,90000000.0,1208000000.0,800000000.0
Repurchase Of Stock,-593000000.0,-1666000000.0,-474000000.0,-1418000000.0
Total Cash From Operating Activities,3532000000.0,5690000000.0,10175000000.0,6940000000.0
Depreciation,1092000000.0,1078000000.0,825000000.0,740000000.0
Other Cashflows From Investing Activities,1335000000.0,720000000.0,76000000.0,102000000.0
Dividends Paid,-889000000.0,-930000000.0,-828000000.0,-768000000.0
Other Cashflows From Financing Activities,57925000000.0,1512000000.0,-4536000000.0,-2257000000.0
Change To Netincome,669000000.0,550000000.0,636000000.0,783000000.0
Capital Expenditures,-560000000.0,-730000000.0,-609000000.0,-637000000.0
Issuance Of Stock,,,1150000000.0,1150000000.0
