,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Change To Liabilities,-196000000.0,-37000000.0,115000000.0,135000000.0
Total Cashflows From Investing Activities,-740000000.0,-1174000000.0,-2720000000.0,1514000000.0
Net Borrowings,1640000000.0,1029000000.0,102000000.0,-1979000000.0
Total Cash From Financing Activities,-509000000.0,-1391000000.0,-2092000000.0,-3591000000.0
Change To Operating Activities,143000000.0,-77000000.0,-40000000.0,18000000.0
Net Income,1965000000.0,2306000000.0,2203000000.0,1518000000.0
Change In Cash,1821000000.0,401000000.0,-1969000000.0,-120000000.0
Repurchase Of Stock,-942000000.0,-1250000000.0,-1000000000.0,-400000000.0
Effect Of Exchange Rate,-13000000.0,-40000000.0,-49000000.0,45000000.0
Total Cash From Operating Activities,3083000000.0,3006000000.0,2892000000.0,1912000000.0
Depreciation,724000000.0,701000000.0,655000000.0,550000000.0
Other Cashflows From Investing Activities,-76000000.0,-125000000.0,-101000000.0,4941000000.0
Dividends Paid,-1209000000.0,-1209000000.0,-1229000000.0,-1239000000.0
Change To Inventory,-6000000.0,-87000000.0,17000000.0,32000000.0
Change To Account Receivables,207000000.0,51000000.0,-175000000.0,-25000000.0
Other Cashflows From Financing Activities,2000000.0,39000000.0,35000000.0,27000000.0
Change To Netincome,116000000.0,28000000.0,14000000.0,-402000000.0
Capital Expenditures,-538000000.0,-594000000.0,-617000000.0,-476000000.0
