,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,2468000000.0,2615000000.0,2751000000.0,1890000000.0
Capital Surplus,470000000.0,393000000.0,348000000.0,297000000.0
Total Liab,14435000000.0,12224000000.0,11400000000.0,10819000000.0
Total Stockholder Equity,8405000000.0,8233000000.0,8947000000.0,8718000000.0
Minority Interest,42000000.0,40000000.0,43000000.0,52000000.0
Other Current Liab,756000000.0,679000000.0,655000000.0,708000000.0
Total Assets,22882000000.0,20497000000.0,20390000000.0,19589000000.0
Common Stock,477000000.0,477000000.0,477000000.0,477000000.0
Other Current Assets,303000000.0,324000000.0,369000000.0,422000000.0
Retained Earnings,24955000000.0,24199000000.0,23072000000.0,21995000000.0
Other Liab,1951000000.0,1971000000.0,2099000000.0,1980000000.0
Good Will,6734000000.0,6536000000.0,6455000000.0,5316000000.0
Treasury Stock,-17497000000.0,-16836000000.0,-14950000000.0,-14051000000.0
Other Assets,678000000.0,565000000.0,1003000000.0,810000000.0
Cash,3315000000.0,1494000000.0,1093000000.0,3062000000.0
Total Current Liabilities,5785000000.0,5976000000.0,6164000000.0,5045000000.0
Deferred Long Term Asset Charges,99000000.0,97000000.0,74000000.0,86000000.0
Short Long Term Debt,322000000.0,515000000.0,688000000.0,270000000.0
Other Stockholder Equity,-1577000000.0,-1722000000.0,-1015000000.0,-1019000000.0
Property Plant Equipment,4196000000.0,3642000000.0,3562000000.0,3321000000.0
Total Current Assets,8806000000.0,7139000000.0,6619000000.0,8252000000.0
Net Tangible Assets,-797000000.0,-918000000.0,-259000000.0,1512000000.0
Net Receivables,3260000000.0,3441000000.0,3344000000.0,3072000000.0
Long Term Debt,6326000000.0,4277000000.0,3137000000.0,3794000000.0
Inventory,1928000000.0,1880000000.0,1813000000.0,1696000000.0
Accounts Payable,1715000000.0,1874000000.0,1943000000.0,1776000000.0
