,2020-10-25,2019-10-27,2018-10-28,2017-10-29
Intangible Assets,1076285000.0,1033862000.0,1207219000.0,1027014000.0
Capital Surplus,289554000.0,184921000.0,106528000.0,13670000.0
Total Liab,3477956000.0,2183469000.0,2537474000.0,2036211000.0
Total Stockholder Equity,6425548000.0,5921458000.0,5600811000.0,4935907000.0
Minority Interest,4778000.0,4077000.0,4007000.0,3790000.0
Other Current Liab,22480000.0,6208000.0,2490000.0,525000.0
Total Assets,9908282000.0,8109004000.0,8142292000.0,6975908000.0
Common Stock,7909000.0,7830000.0,7825000.0,7741000.0
Other Current Assets,12437000.0,14457000.0,6662000.0,4538000.0
Retained Earnings,6523335000.0,6128207000.0,5729956000.0,5162571000.0
Other Liab,885929000.0,828420000.0,773720000.0,727999000.0
Good Will,2612727000.0,2481645000.0,2714116000.0,2119813000.0
Treasury Stock,-395250000.0,-399500000.0,-243498000.0,-248075000.0
Other Assets,380494000.0,313816000.0,385104000.0,356938000.0
Cash,1714309000.0,672901000.0,459136000.0,444122000.0
Total Current Liabilities,1503965000.0,1105049000.0,1138914000.0,1058212000.0
Short Long Term Debt,250383000.0,,,
Other Stockholder Equity,-395250000.0,-399500000.0,-243498000.0,-248075000.0
Property Plant Equipment,1951341000.0,1629111000.0,1512600000.0,1203251000.0
Total Current Assets,3579063000.0,2361413000.0,2050100000.0,2026523000.0
Long Term Investments,308372000.0,289157000.0,273153000.0,242369000.0
Net Tangible Assets,2736536000.0,2405951000.0,1679476000.0,1789080000.0
Short Term Investments,17338000.0,14736000.0,,
Net Receivables,743868000.0,594320000.0,604433000.0,640697000.0
Long Term Debt,992214000.0,250000000.0,624840000.0,250000000.0
Inventory,1072762000.0,1042362000.0,963527000.0,921022000.0
Accounts Payable,644609000.0,590033000.0,618830000.0,552714000.0
