,2021-07-25,2021-04-25,2021-01-24,2020-10-25
Investments,3685000.0,-2966000.0,-1355000.0,-12647000.0
Change To Liabilities,73251000.0,20654000.0,-124092000.0,121839000.0
Total Cashflows From Investing Activities,-3443064000.0,-47955000.0,-39301000.0,-150276000.0
Net Borrowings,2274117000.0,-252195000.0,-2165000.0,-2147000.0
Total Cash From Financing Activities,2172364000.0,-373706000.0,-134753000.0,-117820000.0
Change To Operating Activities,2959000.0,29455000.0,18768000.0,15627000.0
Issuance Of Stock,30667000.0,11575000.0,1765000.0,9700000.0
Net Income,176917000.0,227901000.0,222283000.0,234356000.0
Change In Cash,-1193170000.0,-267008000.0,37232000.0,-15059000.0
Effect Of Exchange Rate,1003000.0,-920000.0,5600000.0,3098000.0
Total Cash From Operating Activities,76527000.0,155573000.0,205686000.0,249938000.0
Depreciation,59184000.0,52263000.0,51043000.0,56007000.0
Other Cashflows From Investing Activities,3057000.0,3057000.0,956000.0,2592000.0
Dividends Paid,-132419000.0,-132271000.0,-125516000.0,-125373000.0
Change To Inventory,-47570000.0,-142771000.0,-11876000.0,-88869000.0
Change To Account Receivables,-171960000.0,-16379000.0,-3444000.0,-53463000.0
Other Cashflows From Financing Activities,-1000.0,1000.0,1000.0,1000.0
Change To Netincome,644000.0,3208000.0,-5055000.0,34450000.0
Capital Expenditures,-53817000.0,-45181000.0,-40363000.0,-140671000.0
Repurchase Of Stock,,-816000.0,-8837000.0,-8837000.0
