,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,285000.0,-70369000.0,-12666000.0,-12666000.0
Change To Liabilities,45572000.0,-7499000.0,-43509000.0,-208704000.0
Total Cashflows From Investing Activities,-216115000.0,-967560000.0,-389873000.0,-197216000.0
Net Borrowings,-107512000.0,1651529000.0,460112000.0,-5781000.0
Total Cash From Financing Activities,-164932000.0,3183924000.0,1880026000.0,-74444000.0
Change To Operating Activities,528753000.0,-80034000.0,-84893000.0,77544000.0
Issuance Of Stock,4626000.0,1617234000.0,1430989000.0,1430989000.0
Net Income,-1347255000.0,-1131722000.0,-1366935000.0,-1346756000.0
Change In Cash,-841094000.0,1406989000.0,667686000.0,-1129903000.0
Effect Of Exchange Rate,324000.0,-192000.0,2931000.0,-811000.0
Total Cash From Operating Activities,-460371000.0,-809183000.0,-825398000.0,-857432000.0
Depreciation,323439000.0,310166000.0,318028000.0,317139000.0
Other Cashflows From Investing Activities,8084000.0,-10939000.0,-13113000.0,-15866000.0
Change To Inventory,-13483000.0,-3708000.0,7402000.0,10164000.0
Change To Account Receivables,-108165000.0,-72397000.0,-12714000.0,38896000.0
Other Cashflows From Financing Activities,-62046000.0,-84839000.0,-11075000.0,-68663000.0
Change To Netincome,46544000.0,111126000.0,292222000.0,198543000.0
Capital Expenditures,-224484000.0,-1061691000.0,-391890000.0,-181350000.0
