,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,783000000.0,1040000000.0,1372000000.0,52000000.0
Capital Surplus,58000000.0,,,44000000.0
Total Liab,33890000000.0,32270000000.0,29466000000.0,27996000000.0
Total Stockholder Equity,10579000000.0,8819000000.0,8187000000.0,7132000000.0
Deferred Long Term Liab,319000000.0,,216000000.0,
Other Current Liab,4535000000.0,3973000000.0,3701000000.0,3182000000.0
Total Assets,44469000000.0,41089000000.0,37653000000.0,35128000000.0
Common Stock,167000000.0,168000000.0,171000000.0,174000000.0
Other Current Assets,1845000000.0,,127000000.0,
Retained Earnings,10482000000.0,8748000000.0,8068000000.0,6913000000.0
Other Liab,8706000000.0,8758000000.0,7309000000.0,6505000000.0
Good Will,17518000000.0,18708000000.0,18672000000.0,12455000000.0
Treasury Stock,-128000000.0,-97000000.0,-52000000.0,1000000.0
Other Assets,1824000000.0,1851000000.0,1222000000.0,1456000000.0
Cash,4907000000.0,2245000000.0,1579000000.0,11225000000.0
Total Current Liabilities,9580000000.0,9434000000.0,8274000000.0,7092000000.0
Deferred Long Term Asset Charges,311000000.0,508000000.0,94000000.0,447000000.0
Short Long Term Debt,742000000.0,1109000000.0,517000000.0,867000000.0
Other Stockholder Equity,-128000000.0,-97000000.0,-52000000.0,1000000.0
Property Plant Equipment,8604000000.0,8423000000.0,6372000000.0,4225000000.0
Total Current Assets,15344000000.0,10685000000.0,9680000000.0,16587000000.0
Long Term Investments,396000000.0,382000000.0,335000000.0,353000000.0
Net Tangible Assets,-7722000000.0,-10929000000.0,-11857000000.0,-5375000000.0
Net Receivables,7433000000.0,7211000000.0,6474000000.0,4519000000.0
Long Term Debt,14261000000.0,12770000000.0,13883000000.0,14399000000.0
Inventory,759000000.0,783000000.0,654000000.0,398000000.0
Accounts Payable,1806000000.0,2226000000.0,2182000000.0,1661000000.0
