,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,680000000.0,732000000.0,783000000.0,844000000.0
Total Liab,30970000000.0,30898000000.0,33890000000.0,34305000000.0
Total Stockholder Equity,11172000000.0,10525000000.0,10579000000.0,10467000000.0
Deferred Long Term Liab,304000000.0,316000000.0,319000000.0,339000000.0
Other Current Liab,4588000000.0,4642000000.0,4535000000.0,4094000000.0
Total Assets,42142000000.0,41423000000.0,44469000000.0,44772000000.0
Common Stock,160000000.0,161000000.0,167000000.0,167000000.0
Other Current Assets,221000000.0,218000000.0,1845000000.0,135000000.0
Retained Earnings,11144000000.0,10487000000.0,10482000000.0,10394000000.0
Other Liab,8226000000.0,8413000000.0,8706000000.0,8644000000.0
Good Will,17518000000.0,17518000000.0,17518000000.0,18711000000.0
Treasury Stock,-132000000.0,-131000000.0,-128000000.0,-121000000.0
Other Assets,2022000000.0,1860000000.0,1824000000.0,1636000000.0
Cash,3941000000.0,3517000000.0,4907000000.0,4995000000.0
Total Current Liabilities,8591000000.0,8367000000.0,9580000000.0,10109000000.0
Deferred Long Term Asset Charges,433000000.0,311000000.0,311000000.0,188000000.0
Short Long Term Debt,6000000.0,42000000.0,742000000.0,1806000000.0
Other Stockholder Equity,-132000000.0,-131000000.0,-128000000.0,-121000000.0
Property Plant Equipment,8739000000.0,8645000000.0,8604000000.0,8666000000.0
Total Current Assets,12762000000.0,12253000000.0,15344000000.0,14552000000.0
Long Term Investments,421000000.0,415000000.0,396000000.0,363000000.0
Net Tangible Assets,-7026000000.0,-7725000000.0,-7722000000.0,-9088000000.0
Net Receivables,7328000000.0,7229000000.0,7433000000.0,7681000000.0
Long Term Debt,12764000000.0,12764000000.0,14261000000.0,14260000000.0
Inventory,863000000.0,860000000.0,759000000.0,853000000.0
Accounts Payable,2001000000.0,1895000000.0,1806000000.0,2197000000.0
Capital Surplus,,8000000.0,58000000.0,27000000.0
