,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,17100000.0,,,
Capital Surplus,3240900000.0,3179100000.0,3085000000.0,2992200000.0
Total Liab,6790800000.0,5311500000.0,4955700000.0,4437000000.0
Total Stockholder Equity,11840000000.0,10020900000.0,8984400000.0,7747100000.0
Minority Interest,281500000.0,274200000.0,174500000.0,500000.0
Other Current Liab,352800000.0,280700000.0,237200000.0,164000000.0
Total Assets,18912300000.0,15606600000.0,14114600000.0,12184600000.0
Common Stock,3900000.0,3900000.0,3900000.0,3800000.0
Other Current Assets,666800000.0,577000000.0,470000000.0,9300000.0
Retained Earnings,9757800000.0,7640100000.0,6217900000.0,4946000000.0
Other Liab,685500000.0,587400000.0,539500000.0,506000000.0
Good Will,163500000.0,163500000.0,109200000.0,80000000.0
Treasury Stock,-1162600000.0,-802200000.0,-322400000.0,-194900000.0
Other Assets,201000000.0,220200000.0,277500000.0,888700000.0
Cash,2962900000.0,1450900000.0,1439400000.0,983700000.0
Total Current Liabilities,3334800000.0,3231200000.0,2350000000.0,2385100000.0
Deferred Long Term Asset Charges,144900000.0,163100000.0,194000000.0,365000000.0
Short Long Term Debt,416300000.0,1017600000.0,499600000.0,399700000.0
Property Plant Equipment,718400000.0,496000000.0,398100000.0,322000000.0
Total Current Assets,17781000000.0,14704500000.0,13315800000.0,10848700000.0
Long Term Investments,31300000.0,19200000.0,11000000.0,8800000.0
Net Tangible Assets,11659400000.0,9857400000.0,8875200000.0,7667100000.0
Net Receivables,224300000.0,178700000.0,136300000.0,112700000.0
Long Term Debt,2750900000.0,1492900000.0,2066200000.0,2051900000.0
Inventory,12237400000.0,11282000000.0,10395000000.0,9237100000.0
Accounts Payable,900500000.0,627000000.0,624700000.0,578900000.0
