,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,47439000.0,51547000.0,50775000.0,54170000.0
Total Liab,50698828000.0,49587206000.0,45728412000.0,44592459000.0
Total Stockholder Equity,4136553000.0,3981463000.0,3889331000.0,3734477000.0
Total Assets,55175318000.0,53908606000.0,49957680000.0,48666873000.0
Common Stock,9816000.0,9816000.0,9816000.0,9816000.0
Other Current Assets,240811000.0,277356000.0,270531000.0,272042000.0
Retained Earnings,4148857000.0,4005318000.0,3867252000.0,3738417000.0
Other Liab,305481000.0,279337000.0,338810000.0,325819000.0
Good Will,350298000.0,350298000.0,350298000.0,350298000.0
Treasury Stock,-22120000.0,-33671000.0,12263000.0,-13756000.0
Other Assets,33809062000.0,33440930000.0,33062666000.0,33035498000.0
Cash,395364000.0,410495000.0,362048000.0,352419000.0
Total Current Liabilities,49103200000.0,48011702000.0,44088120000.0,42944495000.0
Other Stockholder Equity,-22120000.0,-33671000.0,12263000.0,-13756000.0
Property Plant Equipment,1302950000.0,1304204000.0,1319331000.0,1325218000.0
Total Current Assets,679860000.0,736363000.0,683469000.0,677250000.0
Long Term Investments,18985709000.0,18025264000.0,14491141000.0,13224439000.0
Net Tangible Assets,3760801000.0,3602363000.0,3509366000.0,3348154000.0
Long Term Debt,1218969000.0,1224411000.0,1241855000.0,1245313000.0
Inventory,43685000.0,48512000.0,50890000.0,52789000.0
Accounts Payable,48410596000.0,47330997000.0,43431609000.0,42250606000.0
