,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,571000000.0,599000000.0,919000000.0,987000000.0
Capital Surplus,4668000000.0,7319000000.0,8319000000.0,8266000000.0
Total Liab,7866000000.0,12957000000.0,13108000000.0,13794000000.0
Total Stockholder Equity,3522000000.0,4536000000.0,5518000000.0,4855000000.0
Other Current Liab,353000000.0,1680000000.0,474000000.0,424000000.0
Total Assets,11443000000.0,17562000000.0,18693000000.0,18718000000.0
Common Stock,433000000.0,433000000.0,483000000.0,481000000.0
Other Current Assets,1000000.0,1497000000.0,6000000.0,61000000.0
Retained Earnings,364000000.0,113000000.0,-358000000.0,-1248000000.0
Other Liab,1407000000.0,3828000000.0,3692000000.0,4164000000.0
Good Will,4102000000.0,4067000000.0,4500000000.0,4535000000.0
Treasury Stock,-1943000000.0,-3329000000.0,-2926000000.0,-2644000000.0
Other Assets,375000000.0,4299000000.0,989000000.0,1224000000.0
Cash,1610000000.0,1577000000.0,2277000000.0,2150000000.0
Total Current Liabilities,1660000000.0,4125000000.0,3520000000.0,2824000000.0
Deferred Long Term Asset Charges,272000000.0,209000000.0,573000000.0,743000000.0
Short Long Term Debt,376000000.0,1034000000.0,405000000.0,1000000.0
Other Stockholder Equity,-1943000000.0,-3329000000.0,-2926000000.0,-2644000000.0
Property Plant Equipment,2723000000.0,2754000000.0,5704000000.0,5594000000.0
Total Current Assets,3672000000.0,5843000000.0,6581000000.0,6378000000.0
Net Tangible Assets,-1151000000.0,-130000000.0,99000000.0,-667000000.0
Net Receivables,357000000.0,932000000.0,1498000000.0,1374000000.0
Long Term Debt,4699000000.0,4906000000.0,5896000000.0,6806000000.0
Inventory,1488000000.0,1607000000.0,2492000000.0,2480000000.0
Accounts Payable,599000000.0,976000000.0,2129000000.0,1839000000.0
Minority Interest,,14000000.0,12000000.0,14000000.0
