,2021-07-03,2021-04-03,2020-12-31,2020-09-26
Intangible Assets,922699000.0,921846000.0,951607000.0,918778000.0
Capital Surplus,1895612000.0,1889540000.0,1885142000.0,1879998000.0
Total Liab,6018851000.0,5791041000.0,5786593000.0,5617145000.0
Total Stockholder Equity,8767118000.0,8492433000.0,8534316000.0,8160657000.0
Minority Interest,6824000.0,6599000.0,6842000.0,6412000.0
Deferred Long Term Liab,58012000.0,54544000.0,59847000.0,62596000.0
Other Current Liab,55903000.0,59554000.0,60364000.0,57749000.0
Total Assets,14792793000.0,14290073000.0,14327751000.0,13784214000.0
Common Stock,764000.0,770000.0,776000.0,785000.0
Other Current Assets,25263000.0,33935000.0,31343000.0,35156000.0
Retained Earnings,7867795000.0,7673129000.0,7559191000.0,7430945000.0
Other Liab,824570000.0,816613000.0,823732000.0,732596000.0
Good Will,2609174000.0,2594727000.0,2650831000.0,2574641000.0
Treasury Stock,-997053000.0,-1071006000.0,-910793000.0,-1151071000.0
Other Assets,467641000.0,437611000.0,447292000.0,430515000.0
Cash,753677000.0,557262000.0,768625000.0,781238000.0
Total Current Liabilities,3178886000.0,3007291000.0,2371248000.0,2387114000.0
Deferred Long Term Asset Charges,409629000.0,383067000.0,387445000.0,367919000.0
Short Long Term Debt,958781000.0,950973000.0,369230000.0,349097000.0
Other Stockholder Equity,-781506000.0,-855455000.0,-695145000.0,-935423000.0
Property Plant Equipment,4842723000.0,4769877000.0,4914367000.0,4708293000.0
Total Current Assets,5950556000.0,5566012000.0,5363654000.0,5151987000.0
Net Tangible Assets,5235245000.0,4975860000.0,4931878000.0,4667238000.0
Short Term Investments,662358000.0,782267000.0,571741000.0,407784000.0
Net Receivables,2017622000.0,1813858000.0,1709493000.0,1710961000.0
Long Term Debt,1673628000.0,1667267000.0,2318789000.0,2251034000.0
Inventory,2081967000.0,1996628000.0,1913020000.0,1841973000.0
Accounts Payable,1131168000.0,1064785000.0,1016897000.0,989880000.0
