,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-529241000.0,10500000.0,30867000.0,-83904000.0
Change To Liabilities,255466000.0,-52065000.0,-69847000.0,25365000.0
Total Cashflows From Investing Activities,-954798000.0,-616044000.0,-1332203000.0,-1240701000.0
Net Borrowings,15392000.0,-677992000.0,517932000.0,6540000.0
Total Cash From Financing Activities,-188185000.0,-789877000.0,198029000.0,-6995000.0
Change To Operating Activities,-63412000.0,-6995000.0,-72518000.0,-41442000.0
Net Income,515595000.0,744211000.0,861704000.0,971638000.0
Change In Cash,633840000.0,15735000.0,34166000.0,-36781000.0
Repurchase Of Stock,-192164000.0,-108857000.0,-284069000.0,-13902000.0
Effect Of Exchange Rate,6984000.0,2895000.0,-13004000.0,17320000.0
Total Cash From Operating Activities,1769839000.0,1418761000.0,1181344000.0,1193595000.0
Depreciation,721405000.0,686336000.0,521765000.0,446672000.0
Change To Inventory,357516000.0,7212000.0,-255391000.0,-153245000.0
Change To Account Receivables,-54977000.0,81953000.0,13856000.0,-60566000.0
Other Cashflows From Financing Activities,-11413000.0,-3028000.0,-35834000.0,-1478000.0
Change To Netincome,38246000.0,-41891000.0,181775000.0,5173000.0
Capital Expenditures,-425557000.0,-545462000.0,-794110000.0,-905998000.0
Issuance Of Stock,,,,1845000.0
