,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-2676000000.0,-3145000000.0,-3916000000.0,-4256000000.0
Net Borrowings,1033000000.0,749000000.0,1874000000.0,1829000000.0
Total Cash From Financing Activities,-30000000.0,-257000000.0,887000000.0,885000000.0
Change To Operating Activities,63000000.0,204000000.0,-177000000.0,-162000000.0
Net Income,1905000000.0,1693000000.0,1438000000.0,1574000000.0
Change In Cash,396000000.0,-23000000.0,-116000000.0,-111000000.0
Total Cash From Operating Activities,3102000000.0,3379000000.0,2913000000.0,3260000000.0
Depreciation,1469000000.0,1426000000.0,1345000000.0,1221000000.0
Other Cashflows From Investing Activities,57000000.0,49000000.0,111000000.0,51000000.0
Dividends Paid,-991000000.0,-950000000.0,-910000000.0,-870000000.0
Other Cashflows From Financing Activities,-72000000.0,-56000000.0,-77000000.0,-74000000.0
Change To Netincome,-566000000.0,-12000000.0,359000000.0,546000000.0
Capital Expenditures,-2923000000.0,-3166000000.0,-3912000000.0,-4190000000.0
