,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,56144000.0,57581000.0,54924000.0,57044000.0
Capital Surplus,4644593000.0,4639680000.0,4633771000.0,4569085000.0
Total Liab,3404922000.0,3424364000.0,3318540000.0,3347488000.0
Total Stockholder Equity,3925876000.0,3942835000.0,3974300000.0,3942205000.0
Minority Interest,2000.0,4000.0,4000.0,4000.0
Deferred Long Term Liab,8508000.0,1492000.0,1917000.0,2340000.0
Total Assets,7675800000.0,7712203000.0,7637844000.0,7634697000.0
Common Stock,1757000.0,1757000.0,1753000.0,1739000.0
Other Current Assets,12736000.0,6498000.0,5671000.0,5408000.0
Retained Earnings,-705958000.0,-683525000.0,-644779000.0,-611537000.0
Other Liab,62171000.0,59165000.0,69337000.0,64385000.0
Treasury Stock,-14516000.0,-15077000.0,-16445000.0,-17082000.0
Other Assets,45366000.0,37219000.0,32380000.0,39453000.0
Cash,249558000.0,311231000.0,267236000.0,294860000.0
Total Current Liabilities,22503000.0,45694000.0,20762000.0,51663000.0
Other Stockholder Equity,-14516000.0,-15077000.0,-16445000.0,-17082000.0
Property Plant Equipment,7266705000.0,7245709000.0,7215343000.0,7167992000.0
Total Current Assets,307585000.0,371694000.0,335197000.0,370208000.0
Net Tangible Assets,3869732000.0,3885254000.0,3919376000.0,3885161000.0
Net Receivables,45291000.0,53965000.0,62290000.0,69940000.0
Long Term Debt,3310267000.0,3309524000.0,3220922000.0,3220098000.0
