,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2194000000.0,2225000000.0,2296000000.0,2591000000.0
Capital Surplus,2923000000.0,2806000000.0,2768000000.0,2739000000.0
Total Liab,15641000000.0,14763000000.0,15142000000.0,14910000000.0
Total Stockholder Equity,3799000000.0,3195000000.0,2291000000.0,4198000000.0
Minority Interest,910000000.0,923000000.0,914000000.0,930000000.0
Other Current Liab,896000000.0,918000000.0,1300000000.0,941000000.0
Total Assets,20350000000.0,18881000000.0,18347000000.0,20038000000.0
Common Stock,113000000.0,112000000.0,112000000.0,112000000.0
Other Current Assets,113000000.0,55000000.0,858000000.0,48000000.0
Retained Earnings,8639000000.0,7870000000.0,6933000000.0,7352000000.0
Other Liab,1414000000.0,1476000000.0,1418000000.0,2013000000.0
Good Will,2496000000.0,2440000000.0,2451000000.0,3118000000.0
Treasury Stock,-7876000000.0,-7593000000.0,-7522000000.0,-6005000000.0
Other Assets,2457000000.0,2596000000.0,2288000000.0,2366000000.0
Cash,2924000000.0,1952000000.0,1498000000.0,1196000000.0
Total Current Liabilities,8330000000.0,8369000000.0,9678000000.0,8505000000.0
Deferred Long Term Asset Charges,2217000000.0,2238000000.0,1989000000.0,2013000000.0
Short Long Term Debt,298000000.0,559000000.0,947000000.0,376000000.0
Other Stockholder Equity,-2811000000.0,-2618000000.0,-2695000000.0,-2331000000.0
Property Plant Equipment,4188000000.0,4222000000.0,3414000000.0,4033000000.0
Total Current Assets,9015000000.0,7398000000.0,7898000000.0,7930000000.0
Net Tangible Assets,-891000000.0,-1470000000.0,-2456000000.0,-1511000000.0
Net Receivables,3109000000.0,2198000000.0,2210000000.0,2665000000.0
Long Term Debt,5059000000.0,4140000000.0,4046000000.0,4392000000.0
Inventory,2187000000.0,2438000000.0,2533000000.0,2988000000.0
Accounts Payable,4834000000.0,4547000000.0,4487000000.0,4797000000.0
